Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
"Social, Events, and Hobbies",Events – All,,Q,A Dark Prank,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Quite a Tickle,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Not Atli's Favourite,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Bombur's Breath,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,All But the Good Cider,,,Any Ale Association Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: Introduction,,,"Thorin's Hall, Inn – Andri",,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: The Prancing Pony,,,The Prancing Pony – Bjarni,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: The Combe-gate,,,Combe-gate – Daggeir,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: Staddle,,,Staddle – Finn,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: The Garden,,,Jasmine's Garden – Gerthar,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Challenge: The Stone Garden,,,The Stone Quarter – Haddur,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Simple Wine,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Drink of the Worst Character,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Never Far from Home,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,One Drink Too Many,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Reminder of Rivendell,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Bit of Brown,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Dark Day,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Quite a Pickle,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Atli's Favourite,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,A Member in Need,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,All But the Cider,,,Any Inn League Tavern Keep,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Party Tree,,,The Party Tree – Ailward Chubb – quest 1,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Plough and Stars,,,The Party Tree – Ailward Chubb – quest 2,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Golden Perch,,,The Party Tree – Ailward Chubb – quest 3,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Floating Log,,,The Party Tree – Ailward Chubb – quest 4,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Green Dragon,,,The Party Tree – Ailward Chubb – quest 5,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Ivy Bush,,,The Party Tree – Ailward Chubb – quest 6,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Trial: Bird and Baby,,,The Party Tree – Ailward Chubb – quest 7,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Dances With Dwarves,,,"Thorin's Hall, Inn – Galmi",,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Dances With Elves,,,The Duillond Festival Garden – Nedhrien,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Dances With Hobbits,,,The Party Tree – Oger Brockhouse,,Solo,-
"Social, Events, and Hobbies",Events – All,,Q,Dances With Men,,,The Bree-land Festival Grounds – Ada Musgrove,,Solo,-
