Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Armoury,-,-,Complete 7 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Gates,-,-,Complete 2 Gates deeds,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Library,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Lumber Mill,-,-,Complete 9 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Mead Hall,-,-,Complete 'Rebuild' quests and 3 deeds for Mead Hall,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Palisade,-,-,Complete 8 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Smithy,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,The Stable,-,-,Complete 7 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,Towers,-,-,Complete 4 Tower deeds,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,M,Townsfolk,-,-,Complete 6 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,A Summons to Hytbold,-,-,Reach level 84,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,-> Aiding the Entwash Vale,-,-,Complete 11 quests in Entwash Vales,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,-> Aiding the Norcrofts,-,-,Complete 13 quests in Norcrofts,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,-> Aiding the Sutcrofts,-,-,Complete 13 quests in Sutcrofts,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,-> Aiding the Wold,-,-,Complete 12 quests in the Wold,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Farmhouse of the Entwash Vale,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Farmhouse of the Sutcrofts,-,-,Complete 6 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Cottage of the Wold,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,House of the Wold,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,House of the Sutcrofts,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,House of the Norcrofts,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Cottage of the Norcrofts,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,House of the Entwash Vale,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Entwash Vale Tents,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Norcroft Tents,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Sutcroft Tents,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Wold Tents,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,The East Gate,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,The West Gate,-,-,Complete 4 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,The Mead Hall: outdoor enhancements,-,-,Complete 6 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,The Mead Hall: indoor enhancements,-,-,Complete 10 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,The Mead Hall: inhabitants,-,-,Complete 6 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Tower of the Entwash Vale,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Tower of the Norcrofts,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Tower of the Sutcrofts,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,F,Tower of the Wold,-,-,Complete 5 quests,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Chambers of Byrgenstow,-,-,Find the 12 chambers of Byrgenstow,Entwash Vale Tomb-raider,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Cities of Eastern Rohan,5,Charity,Find 10 cities of Eastern Rohan,Settler,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,East Wall Explorer,5,Compassion,Find 10 points of interest in East Wall,Watcher,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Eaves of Fangorn Exploration,5,Fortitude,Find 5 points of interest in Eaves of Fangorn,Explorer of Fangorn,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Enemies of the Rohirrim,5,Zeal,Find 12 enemy camps of the Rohirrim,Finder of Foes,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Farms and Crofts of Eastemnet,5,Fidelity,Find 5 farms and crofts in Eastemnet,Finder of Farms,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Nurseries of the Wyrmdelf,-,-,Find 5 nurseries of the Wyrmdelf,Nursery-bogie,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,"Ruins, Tombs, and Monuments of Eastemnet",5,Innocence,"Find 10 ruins, tombs, and monuments in Eastemnet",Seeker of Rohan's Ruins,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,The Defenses of Eastern Rohan,5,Honesty,Find 9 defenses of Eastern Rohan,Fort-finder,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,The Wilds of Eastemnet,5,Valour,Find 5 points of interest in the wilds of Eastemnet,Watcher of the Wilds,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,E,Where Evil Creatures Dwell,5,Loyalty,Find 5 dens in Eastern Rohan,Den Discoverer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of Langhold,5,Honour,Complete all quests In Langhold,Survivor of Langhold,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the East Wall,5,Wisdom,Complete all quests In East Wall,Seeker,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the Eaves of Fangorn,5,Determination,Complete quests within Eaves of Fangorn (40),Fangorn Adventurer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the Entwash Vale,5,Tolerance,Complete quests within Entwash Vale (60),Entwash Vale Adventurer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the Norcrofts,5,Justice,Complete quests within Norcrofts (60),Norcrofts Adventurer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the Sutcrofts,5,Valour,Complete quests within Sutcrofts (40),Sutcrofts Adventurer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,Quests of the Wold,5,Compassion,Complete quests within the Wold (55),Wold Adventurer,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,L,To the Aid of Rohan,-,-,Auto-bestowed if own Riders of Rohan and reached level 75,,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Ancient Evil-slayer,5,-,"Defeat Lathbears, Draugar, or Swert Hounds in Eastemnet (100)",,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Ancient Evil-slayer (advanced),5,Charity,"Defeat Lathbears, Draugar, or Swert Hounds in Eastemnet (200)",Slayer of Ancient Evil in Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Beast-slayer,5,-,Defeat Beasts in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Beast-slayer (advanced),5,Confidence,Defeat Beasts in Eastemnet (200),Beast-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Boar-hunter [Hidden],-,Mercy,Defeat Boars in Eastemnet (30),Boar-hunter of the Eastemnet,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Brigand-slayer,5,-,Defeat Brigands in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Brigand-slayer (advanced),5,Wisdom,Defeat Brigands in Eastemnet (200),Brigand-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Dragon-kind Slayer,5,-,Defeat Dragon-kind in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Dragon-kind Slayer (advanced),5,Fortitude,Defeat Dragon-kind in Eastemnet (200),Reptile-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Half-orc Slayer,5,-,Defeat Half-orc in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Half-orc Slayer (advanced),5,Empathy,Defeat Half-orc in Eastemnet (200),Half-orc Slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Orc-slayer,5,-,Defeat Orcs in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Orc-slayer (advanced),5,Honesty,Defeat Orcs in Eastemnet (200),Orc-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Slayer of Mounted Enemies,5,-,Defeat Mounted enemies in Eastemnet (80),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Slayer of Mounted Enemies (advanced),5,Idealism,Defeat Mounted enemies in Eastemnet (160),Mounted Foe Slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Spider-slayer,5,-,Defeat Spiders in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Spider-slayer (advanced),5,Patience,Defeat Spiders in Eastemnet (200),Spider-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Uruk-slayer,5,-,Defeat Uruks in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Uruk-slayer (advanced),5,Discipline,Defeat Uruks in Eastemnet (200),Uruk-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Warg-slayer,5,-,Defeat Wargs in Eastemnet (100),,,
Rhovanion,East Rohan,Men of the Wold/Norcrofts/Sutcrofts/Entwash Vale,S,Warg-slayer (advanced),5,Mercy,Defeat Wargs in Eastemnet (200),Warg-slayer of Eastern Rohan,,
Rhovanion,East Rohan,Men of the Entwash Vale,Q,Resupplying the Line,,,Eaworth – Cendal,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Road to Thornhope,,,Eaworth – Holenmal,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Living Deep: Goblin-sappers,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Living Deep: Black Powder,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,Haycliff: Terrors in the Forest,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,Haycliff: Frog Slime,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Entwalk: Orcs in the Trees,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Entwalk: Creatures of the Forest,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,Siege of Eaworth: Uruks of the Vale,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,Siege of Eaworth: Catapults,,,Eaworth – Dernstan,,85,Solo
Rhovanion,East Rohan,Men of the Entwash Vale,Q,The Beacon of Eaworth,,,Eaworth – Cendal,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,The Farms of the Norcrofts,,,Cliving – Hwitnyd,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,The Race,,,Cliving – Gladsnel,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Wild Horses,,,Cliving – Gladsnel,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Banner of the Enemy,,,Cliving – Gladsnel,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Dressage,,,Cliving – Gladsnel,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Sad Torech: Sinking Feeling,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Sad Torech: Pitched Battle,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Dwergfant: Foul Waters,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Dwergfant: A Rock and a Hard Place,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Ost Magol: Ruins of Darkness,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Ost Magol: Totems of War,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Siege of Faldham: Holding the Line,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Norcofts,Q,Siege of Faldham: Inferno,,,Cliving – Aldbeort,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,The Farms of the Sutcrofts,,,Snowbourn – Daggaric,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Terror of the Deep,,,Snowbourn – Healac,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,The Blood-fish,,,Snowbourn – Healac,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,The Garsfeld Guppy,,,Snowbourn – Healac,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Cuts of Fish,,,Snowbourn – Healac,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Langraf: Defilers of the Dead,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Langraf: Honouring the Ancients,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,The Creeping Wood: A Fear of Spiders,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,The Creeping Wood: Cocooned,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Ghampronk: Goblin-miners,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Ghampronk: Digging for Iron,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Defence of Walstow: Eye of the Storm,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Sutcrofts,Q,Defence of Walstow: Triage,,,Snowbourn – Waldeg,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Eastern Plains of the Wold,,,Harwick – Wigbald,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Rohirrim and Bandits,,,Harwick – Garbrand,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Dress-up,,,Harwick – Garbrand,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Hobby-horse,,,Harwick – Garbrand,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Gerngarth: Pillagers of Knowledge,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Gerngarth: Ancient Literature,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Digelon: Feasting on Fungus,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Digelon: A Light in the Darkness,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Defence of Harwick: The Assault,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,Defence of Harwick: Rain of Arrows,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,The Ford: An Enemy from the East,,,Harwick – Wulfin,,85,Solo
Rhovanion,East Rohan,Men of the Wold,Q,The Ford: Defiled Ruins,,,Harwick – Wulfin,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 2,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 3,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 4,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 5,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Outdoor Enhancements 6,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 2,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 3,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 4,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 5,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 6,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 7,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 8,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 9,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Indoor Enhancments 10,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 2,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 3,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 4,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 5,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Mead Hall: Inhabitants 6,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 2,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 3,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 4,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 5,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 6,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 7,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Palisade: Rebuild 8,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 2,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 3,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 4,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 5,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 6,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 7,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Lighting and Fences: Rebuild 8,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Smithy: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Smithy: Enhancements 1,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Smithy: Enhancements 2,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Smithy: Superior Forge,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Smithy: Inhabitants,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Entwash Vale Tents: Rebuild,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Entwash Vale Tents: Enhancements 1,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Entwash Vale Tents: Enhancements 2,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Entwash Vale Tents: Inhabitants,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Norcroft Tents: Rebuild,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,Norcroft Tents: Enhancements 1,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,Norcroft Tents: Enhancements 2,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,Norcroft Tents: Inhabitants,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,Sutcroft Tents: Rebuild,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Sutcroft Tents: Enhancements 1,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Sutcroft Tents: Enhancements 2,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Sutcrofts Tents: Inhabitants,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Wold Tents: Rebuild,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,Wold Tents: Enhancements 1,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,Wold Tents: Enhancements 2,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,Wold Tents: Inhabitants,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Entwash Vale: Rebuild,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Entwash Vale: Enhancements 1,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Entwash Vale: Enhancements 2,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Entwash Vale: Enhancements 3,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Entwash Vale: Defenders,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Norcrofts: Rebuild,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Norcrofts: Enhancements 1,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Norcrofts: Enhancements 2,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Norcrofts: Enhancements 3,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Norcrofts: Defenders,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Sutcrofts: Rebuild,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Sutcrofts: Enhancements 1,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Sutcrofts: Enhancements 2,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Sutcrofts: Enhancements 3,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Sutcrofts: Defenders,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Wold: Rebuild,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Wold: Enhancements 1,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Wold: Enhancements 2,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Wold: Enhancements 3,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Tower of the Wold: Defenders,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Enhancements 1,,,Hytbold – Oseg,,85,Solo
