Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 6: Atop the Wall – Epic Battles,,,Deeping Wall – Aragorn,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 7: Defending the Deep – Epic Battles,,,Helm's Deep – Eomer,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 8: Secret Ways,,,Helm's Deep – Aragorn,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 9: Glittering Caves – Epic Battles,,,The Glittering Caves – Gimli,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 10: The Hornburg – Epic Battles,,,Helm's Deep – Aragorn,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Chapter 11: Dawn Comes,,,Helm's Deep – Thurketel,,95,Solo
Allies to the King,Book 13 – The Battle of the Hornburg,,Q,Interlude: The Doorward,,,Helm's Deep – Gleowine,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Foreword: Deal with Saruman,,,Auto-bestowed – Mail item,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 1: The Battle is Won,,,Helms Deep – Gandalf,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 2: Allies Unexpected,,,The Great Hall of the Hornburg,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 3: The Flooded Ring,,,Fords of Isen – Aragorn,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,-> Back into the Wild,,,Nan Curunir – Fleeing Dunlending Captain,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,"-> A Dreary, Untidy Mess",,,Auto-bestowed – Landscape,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 4: Took and Brandybuck,,,Gates of Isengard – Pippin,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Interlude: The Moot,,,Gates of Isengard – Merry,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 5: Wizard to Manage,,,Gates of Isengard – Aragorn,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 6: The Drowning Pits,,,Orthanc – Gandalf,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Interlude: Last March of the Ents,,,Orthanc – Treebeard,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 7: Lothrandir,,,Isengard Depths – Golodir,,95,Solo
Allies to the King,Book 14 – The Waters of Isengard,,Q,Chapter 8: Allies to the King,,,Ring of Isengard – Halbarad,,95,Solo
