Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 10: Trailing Angmar,,,Scholar's Stair Archives – Newbold Leafcutter,,50,Solo
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 11: The Great Bellows of Mirobel,,,Celondim – Eglamir,,50,Solo
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 12: Skin of Bregmor,,,Great Lodge of Suri-kyla – Yrjana,,50,S of F
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 13: Frustrated Hopes,,,Great Lodge of Suri-kyla – Yrjana,,50,Solo
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 14: The Heavy Burden,,,Celondim – Eglamir,,50,Solo
Shadows of Angmar,Book 14 – The Ring-forges of Eregion,,Q,Chapter 15: The Doom of the North,,,Elrond's Library – Elrond,,50,S or SF
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 1: A Strange Fate,,,Elrond's Library – Elrond,,50,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 2: A Threat To the Dunedain,,,Delossad – Narmaleth,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 3: Proof's Burden,,,Esteldin Library – Halbarad,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 4: Esteldin's Fate,,,Esteldin Library – Halbarad,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 5: The Ring of Truth,,,Esteldin Library – Halbarad,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 6: Daughter of Strife,,,Delossad – Narmaleth,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 7: A Final Council,,,Delossad – Narmaleth,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 8: Only Fitting,,,Rivendell Valley – Glorfindel,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 9: A Champion's Return,,,Delossad – Narmaleth,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 10: The Broken Blade of Dunachar,,,Gath Forthnir – Golodir,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 11: A Father's Final Gift,,,Gath Forthnir – Golodir,,51,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Chapter 12: One Hope Remains,,,Gath Forthnir – Golodir,,52,Solo
Shadows of Angmar,Book 15 – Daughter of Strife,,Q,Epilogue: Laerdan's Parcel,,,The Last Homely House – Failloth,Champion of Eriador,52,Solo
