Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Class,Hunter,,C,Swift and Sharp,5,,"Hit with Swift Bow, Barbed Arrow, or Lingering Wound (1000) - 350/day",,5,
Class,Hunter,,C,Class Deeds - Tier 4,-,,"Complete True Shot, Deadly Precision, and Cut Them Down - 1 Class Trait Point",,20,
Class,Hunter,,C,True Shot,5,,Achieve critical hit with Penetrating Shot (1000) - 150/day,,20,
Class,Hunter,,C,Deadly Precision,5,,"Achieve critical hit with any ""Bow"" skill (500) - 50/day",,20,
Class,Hunter,,C,Cut Them Down,5,,Hit with Low Cut (150) - 25/day,,20,
Class,Hunter,,C,Class Deeds - Tier 5,-,,"Complete A Hunter's Charge, Poison? What Poison?, and Stealthy Shot - 1 Class Trait Point",,30,
Class,Hunter,,C,A Hunter's Charge,-,,See Hunter Quests,,30,
Class,Hunter,,C,Poison? What Poison?,5,,Use Purge Poison (600) - 90/day,,20,
Class,Hunter,,C,Stealthy Shot,5,,Use Beneath Notice (50) - 5/day,,38,
Class,Hunter,,C,Class Deeds - Tier 6,-,,"Complete The Quality of Mercy, Skill Shot, and Total Attention - 1 Class Trait Point",,40,
Class,Hunter,,C,The Quality of Mercy,5,,Achieve critical hit with Merciful Shot (150) - 15/day,,40,
Class,Hunter,,C,Skill Shot,5,,"Hit with Pinning Shot, Explosive Arrows, or Split Shot (300) - 35/day",,30,
Class,Hunter,,C,Total Attention,5,,Use Intent Concentration (125) - 13/day,,30,
Class,Hunter,,C,Class Deeds - Tier 7,-,,"Complete Tools of the Trade, Dazed and Confused, and Sneaky Sneaky - 1 Class Trait Point",,40,
Class,Hunter,,C,Tools of the Trade,5,,"Hit with Bard's Arrow, Rain of Arrows, or Blood Arrow (300) - 30/day",,40,
Class,Hunter,,C,Dazed and Confused,5,,Hit with Dazing Blow (200) - 20/day,,48,
Class,Hunter,,C,Sneaky Sneaky,5,,Use Camouflage (750) - 175/day,,40,
Class,Hunter,,C,Class Deeds - Tier 8,-,,"Complete Rapid Fire, Shot Through the Heart, and Scorching Rain - 1 Class Trait Point",,50,
Class,Hunter,,C,Rapid Fire,5,,"Hit with Upshot, or use The One Trap, or Rapid Fire (1000) - 100/day",,50,
Class,Hunter,,C,Shot Through the Heart,5,,Hit with Heart Seeker (100) - 10/day,,50,
Class,Hunter,,C,Scorching Rain,5,,Use Burn Hot or hit with Rain of Thorns or Barrage (50) - 10/day,,50,
Class,Hunter,,C,A Shot in the Dark,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Hunter,,C,The Furthest Charge,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Hunter,,C,The Way of the Hunter,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Hunter,,C,Articles and Implements,-,,See Hunter Quests - 1 Class Trait Point,,45,
Class,Hunter,,C,The Path of the Foe Trapper,20,,See Hunter Quests - 1 Class Trait Point,,58,
Class,Hunter,,C,The Jolly Hunter,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Hunter,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Hunter,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Hunter,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Hunter,,Q,The Hunter's Path,,,Flambard Took - Bree,Swift Arrow,15,Solo
Class,Hunter,,Q,A Hunter's Charge,,,Flambard Took - Bree,Earthborn,30,Solo
Class,Hunter,,Q,The Swiftest Arrow is Learning,,,Fenton Marshley - Hunting Lodge (Archet),,45,Solo
Class,Hunter,,Q,-> Articles of Discovery,,,Fenton Marshley - Hunting Lodge (Archet),Righteous Bow,45,Solo
Class,Hunter,,Q,-> Implements of the Hunt,,,Fenton Marshley - Hunting Lodge (Archet),,45,Solo
Class,Hunter,,Q,A Lesson from Legolas,,,Fenton Marshley - Hunting Lodge (Archet),,45,Solo
Class,Hunter,,Q,The Path of the Trapper,,,Armbeald - The Orc-watch,,58,Solo
Class,Hunter,,Q,-> Blindside,,,Armbeald - The Orc-watch,,58,Solo
Class,Hunter,,Q,-> The Passage of Foes,,,Armbeald - The Orc-watch,,58,Solo
Class,Hunter,,Q,-> Strength of Earth,,,Armbeald - The Orc-watch,,58,Solo
Class,Hunter,,Q,-> Set the Trap,,,Armbeald - The Orc-watch - involves The Grand Stair,Trap Artist,58,Fellow
Class,Hunter,,Q,Wilderness by Ost Guruth,,,Frideric the Elder - Ost Guruth – port skill,,26,Solo
Class,Hunter,,Q,Tracks Through Evendim,,,Auto-bestow – port skill,,36,Solo
Class,Hunter,,Q,Desolation by Aughaire,,,Torcall – Aughaire – port skill,,44,Solo
Class,Hunter,,Q,Waste Near Gath Forthnir,,,Maerchiniath - Gath Forthnir – port skill,,48,Solo
Class,Hunter,,Q,Lay of the Land,,,Auto-bestow – port skill,,51,Solo
Class,Lore-master,,C,Class Deeds - Tier 1,-,,"Complete Master of the Staff, Light of Hope, and Power and Wisdom - 1 Class Trait Point",,5,
Class,Lore-master,,C,Master of the Staff,5,,Hit with Staff-strike (600) - 200/day,,5,
Class,Lore-master,,C,Light of Hope,5,,Use Light of Hope (600) - 120/day,,5,
Class,Lore-master,,C,Power and Wisdom,5,,Hit with Power of Knowledge (250) - 85/day,,16,
Class,Lore-master,,C,Class Deeds - Tier 2,-,,"Complete Master of Beasts, Deep Lore, and Dunedan-learning - 1 Class Trait Point",,10,
Class,Lore-master,,C,Master of Beasts,5,,Summon animal companions (200) - 70/day,,5,
Class,Lore-master,,C,Deep Lore,5,,"Hit with ""Lore"" skills (500) - 100/day",,10,
Class,Lore-master,,C,Dunedan-learning,5,,"Use ""Sign of Power"" or ""Sign of Battle"" skills (1000) - 100/day",,10,
Class,Lore-master,,C,Class Deeds - Tier 3,-,,"Complete A Well-ordered Mind, Healer, and A Shocking Strike - 1 Class Trait Point",,15,
Class,Lore-master,,C,A Well-ordered Mind,-,,See Lore-master Quests,,15,
Class,Lore-master,,C,Healer,5,,Use Knowledge of Cures (250) - 40/day,,16,
Class,Lore-master,,C,A Shocking Strike,5,,Hit with Lightning Strike (300) - 60/day,,10,
Class,Lore-master,,C,Class Deeds - Tier 4,-,,"Complete Harmony with Nature, Subtlety of Wisdom, and Improved Inner Flame - 1 Class Trait Point",,20,
Class,Lore-master,,C,Harmony with Nature,5,,Hit with Cracked Earth (400) - 60/day,,20,
Class,Lore-master,,C,Subtlety of Wisdom,5,,Hit with Blinding Flash (400) - 60/day,,20,
Class,Lore-master,,C,Improved Inner Flame,5,,Use Inner Flame (150) - 15/day,,20,
Class,Lore-master,,C,Class Deeds - Tier 5,-,,"Complete A Lore-master's Will, Knowledge of the Past, and Tactically Adept - 1 Class Trait Point",,30,
Class,Lore-master,,C,A Lore-master's Will,-,,See Lore-master Quests,,30,
Class,Lore-master,,C,Knowledge of the Past,5,,Use Share the Power (300) - 30/day,,30,
Class,Lore-master,,C,Tactically Adept,5,,"Hit with Burning Embers, Sticky Gourd, or their improved versions (500) - 50/day",,30,
Class,Lore-master,,C,Class Deeds - Tier 6,-,,"Complete Proof Against All Ills, Awareness of Body, and The Study of Wind-lore - 1 Class Trait Point",,40,
Class,Lore-master,,C,Proof Against All Ills,5,,Use Knowledge of Cures (300) - 30/day,,30,
Class,Lore-master,,C,Awareness of Body,5,,Use Wisdom of the Council (100) - 15/day,,30,
Class,Lore-master,,C,The Study of Wind-lore,5,,Hit with Gust of Wind (1000) - 100/day,,30,
Class,Lore-master,,C,Class Deeds - Tier 7,-,,"Complete The Study of Fire-lore, The Study of Frost-lore, and Improved Storm-lore - 1 Class Trait Point",,40,
Class,Lore-master,,C,The Study of Fire-lore,5,,Hit with Fire-lore or Sign of Battle: Wizard's Fire (350) - 35/day,,40,
Class,Lore-master,,C,The Study of Frost-lore,5,,Hit with Frost-lore or Gust of Wind (350) - 35/day,,40,
Class,Lore-master,,C,Improved Storm-lore,5,,Hit with Storm-lore or Lightning Strike (250) - 25/day,,40,
Class,Lore-master,,C,Class Deeds - Tier 8,-,,"Complete Improved Sign of Power: Command, Improved Sign of Battle, and The Secret of Tar - 1 Class Trait Point",,50,
Class,Lore-master,,C,Improved Sign of Power: Command,5,,Hit with Sign of Power: Command (350) - 35/day,,40,
Class,Lore-master,,C,Improved Sign of Battle,5,,Hit with Sign of Battle: Wizard's Fire (750) - 75/day,,50,
Class,Lore-master,,C,The Secret of Tar,5,,Use Sticky Tar (250) - 25/day,,50,
Class,Lore-master,,C,Lore of the Blade,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Lore-master,,C,Of Leaf and Twig,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Lore-master,,C,The Book of Beasts,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Lore-master,,C,Articles and Implements,-,,See Lore-master Quests - 1 Class Trait Point,,45,
Class,Lore-master,,C,The Path of the Ancient Master,20,,See Lore-master Quests - 1 Class Trait Point,,58,
Class,Lore-master,,C,The Book of Nature,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Lore-master,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Lore-master,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Lore-master,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Lore-master,,Q,A Well-ordered Mind,,,Dalton Willow - Scholar's Stair Archives,Well-ordered Mind,15,Solo
Class,Lore-master,,Q,A Lore-master's Will,,,Dalton Willow - Scholar's Stair Archives,Nature's Fury,30,Solo
Class,Lore-master,,Q,The Wisest Way is Contemplation,,,Isdi - Edhelion Watch,,45,Solo
Class,Lore-master,,Q,-> Articles of Mystery,,,Isdi - Edhelion Watch,Beast Master,45,Solo
Class,Lore-master,,Q,-> Implements of Knowledge,,,Isdi - Edhelion Watch,,45,Solo
Class,Lore-master,,Q,A Lesson from Lord Elrond,,,Isdi - Edhelion Watch,,45,Solo
Class,Lore-master,,Q,The Path of the Ancient Master,,,Winiel - The Rotting Cellar,,58,Solo
Class,Lore-master,,Q,-> Beacon of Hope,,,Winiel - The Rotting Cellar,,58,Solo
Class,Lore-master,,Q,-> Share the Power,,,Winiel - The Rotting Cellar,,58,Solo
Class,Lore-master,,Q,-> Knowledge of the Lore-master,,,Winiel - The Rotting Cellar,,58,Solo
Class,Lore-master,,Q,-> Light of the Rising Dawn,,,Winiel - The Rotting Cellar - involves The Forges of Khazad-dum,Ancient Master,58,Fellow
Class,Lore-master,,Q,Friend of the Wild,,,"Radagast the Brown – after Book 2, Chapter 16",,29,Solo
Class,Lore-master,,Q,-> Friend of Hares,,,Radagast the Brown,,29,Solo
Class,Lore-master,,Q,-> Friend of Turtles,,,Radagast the Brown,,29,Solo
Class,Lore-master,,Q,-> Friend of Sparrows,,,Radagast the Brown,Friend of the Wild,29,Solo
Class,Minstrel,,C,Class Deeds - Tier 1,-,,"Complete Harmonious Melody, Herald's Hammer, and Smooth Voice - 1 Class Trait Point",,5,
Class,Minstrel,,C,Harmonious Melody,5,,"Hit with ""Ballad"" or ""Coda"" skills (1500) - 500/day",,5,
Class,Minstrel,,C,Herald's Hammer,5,,"Hit with Herald's Strike, Hero's Strike, or Dissonant Strike (700) - 240/day",,5,
Class,Minstrel,,C,Smooth Voice,5,,Hit with Piercing Cry (600) - 200/day,,5,
Class,Minstrel,,C,Class Deeds - Tier 2,-,,"Complete Powerful Voice, Enduring Morale, and Life-singer - 1 Class Trait Point",,10,
Class,Minstrel,,C,Powerful Voice,5,,"Hit with ""Cry"" skills (300) - 100/day",,5,
Class,Minstrel,,C,Enduring Morale,5,,"Use ""Healing"" skills (2000) - 200/day",,10,
Class,Minstrel,,C,Life-singer,5,,"Use ""Healing"" or ""Motivation"" skills (1000) - 150/day",,10,
Class,Minstrel,,C,Class Deeds - Tier 3,-,,"Complete A Song for the Company, Unrelenting, and Light in the Dark - 1 Class Trait Point",,15,
Class,Minstrel,,C,A Song for the Company,-,,See Minstrel Quests,,15,
Class,Minstrel,,C,Unrelenting,5,,Achieve critical hit with Piercing Cry (100) - 20/day,,10,
Class,Minstrel,,C,Light in the Dark,5,,Hit with Minor Ballad (1000) - 150/day,,10,
Class,Minstrel,,C,Class Deeds - Tier 4,-,,"Complete Improved Herald's Strike, Improved Raise the Spirit, and Dynamic Performance - 1 Class Trait Point",,20,
Class,Minstrel,,C,Improved Herald's Strike,5,,"Hit with Herald's Strike, Hero's Strike, or Dissonant Strike (250) - 50/day",,10,
Class,Minstrel,,C,Improved Raise the Spirit,5,,Use any version of Raise the Spirit (500) - 50/day,,20,
Class,Minstrel,,C,Dynamic Performance,5,,"Change ""Stance"" (300) - 60/day",,10,
Class,Minstrel,,C,Class Deeds - Tier 5,-,,"Complete A Minstrel's Hope, Silver Tongue, and Graceful Demeanor - 1 Class Trait Point",,30,
Class,Minstrel,,C,A Minstrel's Hope,-,,See Minstrel Quests,,30,
Class,Minstrel,,C,Silver Tongue,5,,Use Cry of the Chorus (125) - 20/day,,26,
Class,Minstrel,,C,Graceful Demeanor,5,,Use any version of Enlivening Grace (100) - 15/day,,20,
Class,Minstrel,,C,Class Deeds - Tier 6,-,,"Complete Subtle Movements, Heralded Saviour, and Power of Song - 1 Class Trait Point",,40,
Class,Minstrel,,C,Subtle Movements,5,,Use Anthem of Prowess (300) - 45/day,,30,
Class,Minstrel,,C,Heralded Saviour,5,,Use Song of Aid (400) - Tier 6 Set Bonus - 40/day,,45,
Class,Minstrel,,C,Power of Song,5,,"Use ""Healing"" skills (1000) - 150/day",,30,
Class,Minstrel,,C,Class Deeds - Tier 7,-,,"Complete Improved Echoes of Battle, Battle-hymn, and Strength of Voice - 1 Class Trait Point",,40,
Class,Minstrel,,C,Improved Echoes of Battle,5,,"Use Melody of Battle, or hit with Echoes of Battle or Timeless Echoes of Battle (250) - 30/day",,35,
Class,Minstrel,,C,Battle-hymn,5,,Hit with Cry of the Valar (250) - 25/day,,45,
Class,Minstrel,,C,Strength of Voice,5,,Use Anthem of War (500) - 50/day,,30,
Class,Minstrel,,C,Class Deeds - Tier 8,-,,"Complete Dauntless, Lyrics of Bravery, and Spectacular Finish - 1 Class Trait Point",,50,
Class,Minstrel,,C,Dauntless,5,,Use Story of Courage (150) - 15/day,,40,
Class,Minstrel,,C,Lyrics of Bravery,5,,Use Anthem of Composure (1000) - 100/day,,50,
Class,Minstrel,,C,Spectacular Finish,5,,"Achieve critical hit with ""Coda"" skills (250) - 30/day",,50,
Class,Minstrel,,C,Melodies of the Valar,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Minstrel,,C,The Rising Chord,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Minstrel,,C,Valour's Marches,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Minstrel,,C,Articles and Implements,-,,See Minstrel Quests - 1 Class Trait Point,,45,
Class,Minstrel,,C,The Path of the Watcher of Resolve,20,,See Minstrel Quests - 1 Class Trait Point,,58,
Class,Minstrel,,C,The Verses of the North,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Minstrel,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Minstrel,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Minstrel,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Minstrel,,C,Mentor of Song,5,,"Use ""Mentor"" skills on a fellowship member (3)",,-,
Class,Minstrel,,C,Exemplar of Song,5,,"Use ""Mentor"" skills on a fellowship member (9)",,-,
Class,Minstrel,,Q,A Song for the Company,,,Burt Ninetails - The Prancing Pony,Song Warrior,15,Solo
Class,Minstrel,,Q,A Minstrel's Hope,,,Burt Ninetails - The Prancing Pony,Ballad Master,30,Solo
Class,Minstrel,,Q,The Finest Melody is Understanding,,,Baillindiel - Celondim,,45,Solo
Class,Minstrel,,Q,-> Articles of Harmony,,,Baillindiel - Celondim,Hopeful Heart,45,Solo
Class,Minstrel,,Q,-> Implements of Song,,,Baillindiel - Celondim,,45,Solo
Class,Minstrel,,Q,A Lesson from Linder,,,Baillindiel - Celondim,,45,Solo
Class,Minstrel,,Q,The Path of the Watcher of Resolve,,,Pada - The Shadowed Refuge,,58,Solo
Class,Minstrel,,Q,-> Triumphant Spirit,,,Pada - The Shadowed Refuge,,58,Solo
Class,Minstrel,,Q,-> Song of the Hopeful Heart,,,Pada - The Shadowed Refuge,,58,Solo
Class,Minstrel,,Q,-> Echoes of Battle,,,Pada - The Shadowed Refuge,,58,Solo
Class,Minstrel,,Q,-> A Fellowship's Heart,,,Pada - The Shadowed Refuge - involves Skumfil,Healing Spirit,58,Fellow
Class,Rune-keeper,,C,Class Deeds - Tier 1,-,,"Complete Winter-storm, Thunderous Words, and Master of Allusion - 1 Class Trait Point",,5,
Class,Rune-keeper,,C,Winter-storm,5,,"Hit with ""Fury of Storms"" skills (500) - 150/day",,5,
Class,Rune-keeper,,C,Thunderous Words,5,,Hit with Scribe's Spark (125) - 25/day,,5,
Class,Rune-keeper,,C,Master of Allusion,5,,"Use ""Words of Grace"" skills (200) - 50/day",,5,
Class,Rune-keeper,,C,Class Deeds - Tier 2,-,,"Complete Tale of Rage, Rune Master, and Versatility - 1 Class Trait Point",,10,
Class,Rune-keeper,,C,Tale of Rage,5,,"Hit with ""Wrath of Flames"" skills (500) - 100/day",,5,
Class,Rune-keeper,,C,Rune Master,5,,"Use ""Rune-stone"" skills (125) - 25/day",,15,
Class,Rune-keeper,,C,Versatility,5,,"Use Mending Verse or hit with Sustaining Bolt, or Smouldering Wrath (125) - 25/day",,10,
Class,Rune-keeper,,C,Class Deeds - Tier 3,-,,"Complete An Eye in the Storm, Conflagration of Runes, and Confounding Principles - 1 Class Trait Point",,15,
Class,Rune-keeper,,C,An Eye in the Storm,-,,See Rune-keeper Quests,,15,
Class,Rune-keeper,,C,Conflagration of Runes,5,,Hit with Fiery Ridicule (375) - 75/day,,10,
Class,Rune-keeper,,C,Confounding Principles,5,,Hit with Shocking Touch (125) - 25/day,,10,
Class,Rune-keeper,,C,Class Deeds - Tier 4,-,,"Complete Written in Stone, The Prophetic Word, and A Critical Writ - 1 Class Trait Point",,20,
Class,Rune-keeper,,C,Written in Stone,5,,"Use ""Writ"" skills (250) - 50/day",,20,
Class,Rune-keeper,,C,The Prophetic Word,5,,"Use ""Visions and Foretelling"" skills (250) - 50/day",,40,
Class,Rune-keeper,,C,A Critical Writ,5,,"Achieve critical hit with ""Writ"" skills (200) - 50/day",,20,
Class,Rune-keeper,,C,Class Deeds - Tier 5,-,,"Complete The Word of a Healer, Harsh Words, and Epic Essay - 1 Class Trait Point",,30,
Class,Rune-keeper,,C,The Word of a Healer,-,,See Rune-keeper Quests,,30,
Class,Rune-keeper,,C,Harsh Words,5,,Use Epic for the Ages or hit with Ceaseless Argument or Essence of Flame (350) - 50/day,,20,
Class,Rune-keeper,,C,Epic Essay,5,,Use Epic for the Ages or hit with Ceaseless Argument or Essay of Fire (100) - 10/day,,30,
Class,Rune-keeper,,C,Class Deeds - Tier 6,-,,"Complete Stare at the Flame, Self Starter, and New Beginnings - 1 Class Trait Point",,40,
Class,Rune-keeper,,C,Stare at the Flame,5,,Hit with Distracting Flame (350) - 35/day,,30,
Class,Rune-keeper,,C,Self Starter,5,,Use Self-motivation (350) - 35/day,,36,
Class,Rune-keeper,,C,New Beginnings,5,,Use Nothing Truly Ends (25) - 5/day,,30,
Class,Rune-keeper,,C,Class Deeds - Tier 7,-,,"Complete Closing Remarks, Alternate Ending, and Sign of the Times - 1 Class Trait Point",,40,
Class,Rune-keeper,,C,Closing Remarks,5,,Hit with Final Word (65) - 15/day,,40,
Class,Rune-keeper,,C,Alternate Ending,5,,Use Scribe a New Ending (100) - 10/day,,40,
Class,Rune-keeper,,C,Sign of the Times,5,,"Use ""Rune-sign of X"" skills (100) - 10/day",,40,
Class,Rune-keeper,,C,Class Deeds - Tier 8,-,,"Complete Wordsmith, Armour of Exaltation, and Master of Tragedy - 1 Class Trait Point",,50,
Class,Rune-keeper,,C,Wordsmith,5,,"Hit with Combustion or Concession and Rebuttal, or use Bombastic Inspiration (200) - 20/day",,50,
Class,Rune-keeper,,C,Armour of Exaltation,5,,"Use ""Armour of X"" skills (50) - 5/day",,50,
Class,Rune-keeper,,C,Master of Tragedy,5,,"Achieve critical hit with ""Fury of Storms"" skills (500) - 50/day",,50,
Class,Rune-keeper,,C,Golu o Maeth,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Rune-keeper,,C,Thunder and Flames,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Rune-keeper,,C,Whispers in the Dark,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Rune-keeper,,C,Articles and Implements,-,,See Rune-keeper Quests - 1 Class Trait Point,,45,
Class,Rune-keeper,,C,The Path of the Restoring Rune,20,,See Rune-keeper Quests - 1 Class Trait Point,,58,
Class,Rune-keeper,,C,On the Patterns of Wind and Rain,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Rune-keeper,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Rune-keeper,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Rune-keeper,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Rune-keeper,,Q,An Eye in the Storm,,,Biarn - Scholar's Stair Archives,Eye in the Storm,15,Solo
Class,Rune-keeper,,Q,The Word of a Healer,,,Biarn - Scholar's Stair Archives,Harbinger of Peace,30,Solo
Class,Rune-keeper,,Q,Meaning Upon Meaning,,,Dardur - Gondamon,,45,Solo
Class,Rune-keeper,,Q,-> A Worthy Garment,,,Dardur - Gondamon,Rune-crafter,45,Solo
Class,Rune-keeper,,Q,-> Hewing a New Stone,,,Dardur - Gondamon,,45,Solo
Class,Rune-keeper,,Q,Deep Secrets of Rune-craft,,,Dardur - Gondamon,,45,Solo
Class,Rune-keeper,,Q,The Path of the Rune of Restoration,,,Marus - The Shadowed Refuge,,58,Solo
Class,Rune-keeper,,Q,-> Prelude to Hope,,,Marus - The Shadowed Refuge,,58,Solo
Class,Rune-keeper,,Q,-> Rousing Words,,,Marus - The Shadowed Refuge,,58,Solo
Class,Rune-keeper,,Q,-> A Rune of Restoration,,,Marus - The Shadowed Refuge,,58,Solo
Class,Rune-keeper,,Q,-> Secrets Long Forgotten,,,Marus - The Shadowed Refuge - involves The Sixteenth Hall,Foreshadower,58,Fellow
Class,Warden,,C,Class Deeds - Tier 1,-,,"Complete Wary Blocks, Know Your Enemy, and Skill and Power - 1 Class Trait Point",,5,
Class,Warden,,C,Wary Blocks,5,,Hit with Defensive Strike [gambit] (200) - 50/day,,5,
Class,Warden,,C,Know Your Enemy,5,,Hit with Goad [gambit] (200) - 50/day,,5,
Class,Warden,,C,Skill and Power,5,,Hit with Deft Strike [gambit] (200) - 50/day,,5,
Class,Warden,,C,Class Deeds - Tier 2,-,,"Complete Efficient Thrust, Shield Trickery, and Deadly Insult - 1 Class Trait Point",,10,
Class,Warden,,C,Efficient Thrust,5,,Hit with Quick Thrust or Quick Toss (200) - 50/day,,5,
Class,Warden,,C,Shield-trickery,5,,Hit with Shield-bash or Behind the Shield (250) - 50/day,,10,
Class,Warden,,C,Deadly Insult,5,,Hit with Warden's Taunt or Warden's Aim (250) - 50/day,,10,
Class,Warden,,C,Class Deeds - Tier 3,-,,"Complete A Spear at the Southern March, Skillful Blocking, and Find Weakness - 1 Class Trait Point",,15,
Class,Warden,,C,A Spear at the Southern March,-,,See Warden Quests,,15,
Class,Warden,,C,Skillful Blocking,5,,Block enemy attacks (500) - 75/day,,10,
Class,Warden,,C,Find Weakness,5,,Achieve critical hit with Critical Strike (75) - 20/day,,10,
Class,Warden,,C,Class Deeds - Tier 4,-,,"Complete Never Say Die, A Keen Response, and Strong Voice - 1 Class Trait Point",,20,
Class,Warden,,C,Never Say Die,5,,Hit with Safeguard [gambit] (200) - 35/day,,24,
Class,Warden,,C,A Keen Response,5,,Hit with Precise Blow [gambit] (200) - 50/day,,20,
Class,Warden,,C,Strong Voice,5,,Hit with War-cry [gambit] (500) - 75/day,,20,
Class,Warden,,C,Class Deeds - Tier 5,-,,"Complete A Defense in the Darkness, Efficient Shield-work, and Perserverance - 1 Class Trait Point",,30,
Class,Warden,,C,A Defense in the Darkness,-,,See Warden Quests,,30,
Class,Warden,,C,Efficient Shield-work,5,,Block enemy attacks (750) - 100/day,,20,
Class,Warden,,C,Perserverance,5,,Hit with Perservere [gambit] (500) - 50/day,,30,
Class,Warden,,C,Class Deeds - Tier 6,-,,"Complete Terrible Visage, Expert Hurler, and On the Brink of Victory - 1 Class Trait Point",,40,
Class,Warden,,C,Terrible Visage,5,,Hit with Fierce Resolve [gambit] (500) - 50/day,,30,
Class,Warden,,C,Expert Hurler,5,,"Hit with ""Javelin"" skills (500) - 50/day",,30,
Class,Warden,,C,On the Brink of Victory,5,,Hit with Brink of Victory [gambit] (350) - 35/day,,34,
Class,Warden,,C,Class Deeds - Tier 7,-,,"Complete Mighty Throw, Master of the Spear, and Force of Personality - 1 Class Trait Point",,40,
Class,Warden,,C,Mighty Throw,5,,Hit with Ambush (350) - 35/day,,40,
Class,Warden,,C,Master of the Spear,5,,"Hit with Mighty Blow [gambit], Wall of Steel [gambit], or Boar's Rush [gambit] (500) - 50/day",,40,
Class,Warden,,C,Force of Personality,5,,"Hit with Surety of Death [gambit], Resolution [gambit], or Spear of Virtue [gambit] (500) - 50/day",,40,
Class,Warden,,C,Class Deeds - Tier 8,-,,"Complete Master of the Shield, Master of the Fist, and Dark Before Dawn - 1 Class Trait Point",,50,
Class,Warden,,C,Master of the Shield,5,,"Hit with Shield Mastery [gambit], Celebration of Skill [gambit], or Dance of War [gambit] (500) - 50/day",,50,
Class,Warden,,C,Master of the Fist,5,,Hit with Exhaltation of Battle [gambit] or Desolation [gambit] (500) - 50/day,,50,
Class,Warden,,C,Dark Before Dawn,5,,Hit with Dark Before Dawn [gambit] (250) - 25/day,,60,
Class,Warden,,C,Bullroarer's Boy,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Warden,,C,Chieftains of the Dunedain,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Warden,,C,The Watch Against the Night,10,,Purchase from class trainer: Find pages of the book - 1 Class Trait Point,,39,
Class,Warden,,C,Articles and Implements,-,,See Warden Quests - 1 Class Trait Point,,45,
Class,Warden,,C,The Path of the Masterful Fist,20,,See Warden Quests - 1 Class Trait Point,,58,
Class,Warden,,C,The Path Less Trod,20,,Purchase class specific book from Iron Garrison Guards reputation merchant [kindred required],,-,
Class,Warden,,C,The Mines of Moria,20,,Complete Mines of Moria - Books 1-6 - 1 Class Trait Point,,-,
Class,Warden,,C,Promotion Points 1,-,,Earn 100 points in Epic Battles - 1 Class Trait Point,,10,
Class,Warden,,C,Promotion Points 2,-,,Earn 200 points in Epic Battles - 1 Class Trait Point,,10,
Class,Warden,,Q,A Spear at the Southern March,,,Daisy Appledore - Bree Jail,Spearman of the March,15,Solo
